"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043603","amide metabolic process","92/2131","383/12599",0.240208877284595,1.42017439930015,3.76768974163567,0.000195457788451991,0.0316439726306892,0.0303784637025339,"GNPDA1/ATP6AP2/SLC25A15/PEMT/CEBPA/DNPH1/PMVK/ACOT2/SLC46A1/ACOT7/ACOT4/DEGS2/PAQR4/FITM2/CARNMT1/NANP/AMDHD1/CTNS/ACE/DHFR/ABCA2/HACD2/CLN8/FASN/FH/FOLR1/BACE1/PLA2G15/NUDT8/MPC2/ACOT11/GGTA1/ST6GALNAC4/GCLC/HPGDS/BIN1/HTRA2/NUDT7/GSR/GSTM1/GSTM2/GSTM4/ST6GALNAC6/ACACA/HMGCR/ST8SIA6/IGF1/NMNAT3/NUDT19/LRP1/MGST2/ASAH1/MME/MTHFD1/MVK/NME1/P2RX1/PCSK6/AMDHD2/GLRX2/MECR/PDHA1/PDK3/TREM2/CLN6/ACSM5/ACER3/PPT1/TIGAR/GPAM/BCKDHB/RENBP/ACOT1/DPEP2/MLST8/SHMT1/ST6GAL1/GSTT2B/SLC19A1/SNCA/SORL1/PANK3/DCAKD/ASRGL1/SLC25A16/ACSS1/ST3GAL5/SLC5A6/HACD1/CD36/TECR/GDA",92
"GO:0016054","organic acid catabolic process","53/2131","195/12599",0.271794871794872,1.60691862493833,3.85369697392854,0.000195919530358864,0.0316439726306892,0.0303784637025339,"GNPDA1/ACAA2/HACL2/SLC27A4/ABHD2/ACOT7/ACOT4/CARNMT1/CRYM/AMDHD1/ECI1/SARDH/ABAT/LDHD/MTLN/FMO1/QPRT/PLA2G15/NUDT8/DECR2/HIBCH/GCSH/MCAT/GOT1/GOT2/NUDT7/HADH/ACADM/IRS1/NUDT19/ATP2B4/PCCA/AMDHD2/DCXR/AIG1/PHYH/ABCD3/BCAT1/QDPR/BCAT2/BCKDHB/RENBP/DPEP2/SHMT1/SORD/ALDH5A1/ASRGL1/ACOX2/GPT2/MFSD2A/KYAT1/LDHAL6B/XYLB",53
"GO:0046395","carboxylic acid catabolic process","53/2131","195/12599",0.271794871794872,1.60691862493833,3.85369697392854,0.000195919530358864,0.0316439726306892,0.0303784637025339,"GNPDA1/ACAA2/HACL2/SLC27A4/ABHD2/ACOT7/ACOT4/CARNMT1/CRYM/AMDHD1/ECI1/SARDH/ABAT/LDHD/MTLN/FMO1/QPRT/PLA2G15/NUDT8/DECR2/HIBCH/GCSH/MCAT/GOT1/GOT2/NUDT7/HADH/ACADM/IRS1/NUDT19/ATP2B4/PCCA/AMDHD2/DCXR/AIG1/PHYH/ABCD3/BCAT1/QDPR/BCAT2/BCKDHB/RENBP/DPEP2/SHMT1/SORD/ALDH5A1/ASRGL1/ACOX2/GPT2/MFSD2A/KYAT1/LDHAL6B/XYLB",53
"GO:0000070","mitotic sister chromatid segregation","51/2131","187/12599",0.272727272727273,1.6124312102726,3.80686875566528,0.000234017667846328,0.0360661302462725,0.034623769947098,"SMC2/SPAG5/CENPF/KIF2C/RCC1/UBE2C/CCSAP/KIF18B/SPC24/SKA1/SKA3/TPX2/FLNA/RRS1/NCAPH/KIF4A/CENPI/ANAPC15/RACGAP1/UHRF1/BIRC5/KIF11/KIFC1/KIF22/KMT5A/MAD2L1/MYBL2/NEK2/ANAPC7/PLK1/NCAPG2/PINX1/KIF15/KNL1/CENPK/NCAPG/BUB1/BUB1B/CDT1/SEH1L/KIF18A/HASPIN/CCNB1/PRC1/AURKB/TRIP13/KIF23/DLGAP5/CDK1/CDC20/KIF14",51
"GO:0016072","rRNA metabolic process","67/2131","263/12599",0.254752851711027,1.50616197968429,3.74275055836744,0.000248169077248164,0.0360661302462725,0.034623769947098,"RCL1/NPM3/RPP40/POLR1G/WDR3/EBNA1BP2/WDR36/DDX10/DKC1/ERCC2/FBL/PDCD11/RRP1B/WDR43/RRS1/BOP1/DCAF13/POLR1A/DIMT1/UTP20/ZCCHC4/GTF3A/MRM2/MYC/SNU13/PA2G4/RRP15/MRTO4/POP5/GAR1/DDX49/RPP25/PAK1IP1/HEATR1/NAT10/NOP10/NHP2/WDR12/PRKDC/PPAN/EXOSC5/WDR18/USP36/DDX55/MYG1/RPL5/RPL7/RPL7A/RPS8/RPS17/TFB2M/POLR1E/NOL6/BYSL/RBFA/MRM1/UTP15/RPF2/NIFK/MAK16/UTP4/RRP1/RRP9/DDX21/FDXACB1/MACROH2A1/URB1",67
"GO:1905039","carboxylic acid transmembrane transport","34/2131","111/12599",0.306306306306306,1.81095877670256,3.87190321319099,0.000249857680103938,0.0360661302462725,0.034623769947098,"ABCC5/SLC25A13/SLC25A15/SLC46A1/SFXN2/CLN3/SLC25A29/SLC38A6/SLC25A10/CLN8/SLC36A1/SLC7A8/MPC2/SLC27A1/MPC1/ABCB1/SLC66A1/LRRC8D/SLC47A1/LRRC8A/ABCD3/SLC1A4/SLC1A5/SLC1A7/SLC7A1/SLC19A1/EPM2A/TTYH3/SLC38A1/SFXN3/SLC43A1/SLC5A6/CD36/SLC23A2",34
"GO:0045333","cellular respiration","74/2131","297/12599",0.249158249158249,1.473085303212,3.72254957123607,0.000252546440746279,0.0360661302462725,0.034623769947098,"TRAP1/SLC25A13/MYBBP1A/MTFR2/COX5B/ATPSCKMT/COX7B/IFNLR1/MTLN/C2orf69/FBP1/FH/NNT/MTCH2/FXN/GALK1/MPC2/UQCRQ/GPD1/UQCR10/HK3/HTR2A/JMJD8/IDH3A/IGF1/FOXK2/NDUFS7/ENO4/LIPA/MDH1/MSH2/MT-CO3/MT-ND2/NDUFA3/NDUFAB1/NDUFB2/NDUFB7/NDUFB9/NDUFS1/NDUFS3/NDUFV1/NDUFS5/NDUFS6/NDUFS8/NDUFV3/ATP5F1A/ACO2/MLXIPL/ATP5F1D/ATP5PB/PDHA1/PDK3/PFKFB2/ATP5ME/PRKAG3/ATP7A/ATP5PO/CYCS/TIGAR/MLST8/ANTKMT/SNCA/UCHL1/UQCRC2/UQCRH/UQCC2/CAT/CBFA2T3/CCNB1/LYRM7/SLC25A51/COX5A/MACROH2A1/CDK1",74
"GO:0009117","nucleotide metabolic process","103/2131","441/12599",0.233560090702948,1.38086512565295,3.67341591222093,0.000257131885433087,0.0360661302462725,0.034623769947098,"SLC25A13/DNPH1/PAICS/ADCY1/ADCY3/ADCY8/NAXE/ADK/ATPSCKMT/LRGUK/CTNS/CTPS1/MAPDA/DHODH/DTYMK/DUT/NUDT17/AK1/FBP1/GPD1L/QPRT/NNT/SHPK/MTCH2/NEIL2/GALK1/AK5/NMRK2/GOT1/GOT2/GPD1/HK3/HTR2A/JMJD8/IGF1/NMNAT3/APRT/FOXK2/IMPDH2/ITPA/NDUFS7/ENO4/LIPA/MDH1/ME1/MTHFD1/MT-ND2/NDUFA3/NDUFAB1/NDUFB2/ATIC/NDUFB7/NDUFB9/NDUFS1/NDUFS3/NDUFV1/NDUFS5/NDUFS6/NDUFS8/NDUFV3/ATP1B1/NME1/NME4/NPR1/NTHL1/ATP5F1A/FIS1/MLXIPL/DCXR/ATP5F1D/ATP5PB/ATP5MC1/RAB23/ATP5MC3/PFAS/PFKFB2/ATP5ME/PRKAG3/ATP7A/ATP5PO/TREM2/PPAT/PARP16/ACP3/NUDT15/NT5M/TIGAR/RRM2/MLST8/SHMT1/ANTKMT/TSPO/TYMS/UCHL1/UNG/CAD/DCTPP1/ABHD14B/PDE8B/CBFA2T3/NAPRT/MACROH2A1/GDA",103
"GO:0051180","vitamin transport","15/2131","35/12599",0.428571428571429,2.53382047328551,4.09973002536581,0.000274856621952265,0.0375637383334762,0.0360614855414294,"ABCC5/SLC19A2/SLC46A1/FOLR1/FOLR2/SLC2A8/SLC27A1/SLC47A1/SLC2A9/RBP4/SLC19A1/SLC5A6/ABCG2/SCARB1/SLC23A2",15
"GO:0007005","mitochondrion organization","92/2131","387/12599",0.237726098191214,1.40549559413942,3.65560189998738,0.000286316560685824,0.0381516817113861,0.036625915828784,"ACAA2/TOMM40/VAT1/CEBPA/MTFR2/PHB2/THEM4/MICOS13/CHCHD4/SPATA18/NDUFAF6/CXADR/TIMM8A/PGAM5/PLD6/ENDOG/EPAS1/CLN8/EYA2/CLUH/RAB38/MTCH2/FXN/AFG1L/MPV17L/SAMM50/TIMM13/TIMM10/TIMM9/GCLC/HTRA2/NDUFAF8/GPER1/ACAD9/NDUFAF4/TIMM21/PYCARD/SLC25A5/HGF/HSPD1/IGF1/NDUFS7/KDR/LETM1/LIPA/CHCHD10/SMAD3/MICOS10/UQCC5/MT-ND2/NDUFS1/NDUFS3/NDUFS5/NDUFS6/NDUFS8/FIS1/ECSIT/ATP5F1D/PHB1/ATP7A/MIEF1/PPARG/TTC19/TMEM70/SLC35F6/MSTO1/ATAD3A/SPIRE1/TOMM22/SDHAF3/ADCK1/RAP1GDS1/BCL2L1/SNCA/BOK/GGCT/TMEM223/EPM2A/RTL10/NUBPL/CALM3/ATAD3B/ALKBH7/UQCC2/CHCHD6/HRK/LYRM7/DMAC1/DNAJA3/NDUFAF2/TIMM50/LONP1",92
