"SYMBOL","LPS_logFC","LPS_adjP","Sepsis_logFC","Sepsis_adjP","direction_pair","candidate_score"
"CST7",1.58706424093072,0.022696255440221,1.81138001428057,4.92025581691151e-19,"Up in both",5.39365006579752
"NPTXR",-2.06384903567904,0.00979651723701587,-1.33348262172499,1.2364689427132e-18,"Down in both",5.38900616547351
"DYNLT1",1.94472916833264,0.00629300933273667,1.10996796062847,7.22529581204035e-22,"Up in both",5.3889257281475
"OLFM2",-2.41504348150315,0.00415531193788413,-1.0412865170691,1.48166067284149e-17,"Down in both",5.37739476003163
"ICAM1",3.16860469140545,8.29346407894629e-05,0.764158693598433,4.73403150836469e-11,"Up in both",5.37336667379347
"TSPAN32",-3.38600879410871,0.000940121185577516,-0.517627181892175,2.6338571986475e-12,"Down in both",5.36425836955441
"AHNAK",-1.95402338792001,0.000562187097313791,-1.09573578815207,1.6695791502136e-20,"Down in both",5.35251038741732
"DUSP1",2.68861127917584,0.00010813808685655,0.947942029186597,1.03954998355474e-13,"Up in both",5.33147090258317
"CFLAR",2.51976357514304,0.000492108378492308,0.635958640074176,3.85404961570601e-19,"Up in both",5.32792440915923
"PER3",-2.94100432136124,0.000437994821929611,-0.803221983186026,5.11967373567694e-13,"Down in both",5.3091551783933
"CD1C",-2.14158013128255,0.00951502240667073,-1.14095682211315,6.51643235770169e-19,"Down in both",5.30329498270986
"ZNF703",-2.90696115668877,0.000294016518672229,-1.04686841895104,1.11321528408329e-10,"Down in both",5.30233448649943
"NME8",2.40206320810063,0.0284716367708717,1.16248056347591,2.25284103342039e-16,"Up in both",5.28382947334728
"ADAT2",-2.92730583593535,0.0035918291593021,-0.824485043348737,2.03258356637458e-13,"Down in both",5.26545447110625
"CSTA",2.10554823942942,0.000116034952539336,1.25754677810972,8.38562501555717e-16,"Up in both",5.26428259085112
"IRAK3",1.33969287808302,0.000785844709315776,1.58821660251681,5.6414864492392e-21,"Up in both",5.26323645230531
"CCSER1",-3.4656201189678,0.00810666733515899,-0.546370710511179,4.06763439509701e-11,"Down in both",5.26017240321116
"FITM2",-2.53439221278855,0.000879937540925691,-0.800673727187658,7.49682862021713e-17,"Down in both",5.25313299704313
"FCER1G",1.0014825077531,0.00193952998406264,1.86074623589666,7.30021338123445e-22,"Up in both",5.24712553840612
"HLA-DMB",-3.31770358538861,0.000102234497456422,-0.67535647540836,3.44770928256012e-09,"Down in both",5.23834725033019
"FBXO6",2.58548385159412,0.00159898102492853,1.01559691104329,3.0880527264822e-14,"Up in both",5.23172796093386
"IL18",2.85113466721795,9.62268438815875e-05,0.730940478087079,3.37073141054706e-13,"Up in both",5.23097310632489
"SLAMF6",-3.29229031241432,0.000392361703952008,-0.699410326158493,1.17277804928719e-09,"Down in both",5.22541039450563
"DENND4C",-2.29498282353088,0.000475480098547737,-0.811984585901047,1.53063061379449e-18,"Down in both",5.22076713549682
"RAB13",1.25720974318443,0.00374806722291861,1.5823158738189,4.89739995766419e-22,"Up in both",5.21314832253768
"CD55",1.91047936989132,0.00811160963021775,1.383735332146,8.55055886054203e-18,"Up in both",5.21010454772856
"CD14",3.1885395259842,0.0296879016352287,0.830764278196038,5.59457625771889e-11,"Up in both",5.19726913414635
"CD82",2.36455762907929,0.000299047749847682,1.15724011310711,6.51112917307461e-14,"Up in both",5.19285805715858
"ALS2CL",-1.81530912620908,0.00213516710124257,-1.41951959835446,1.30211239609872e-17,"Down in both",5.1904206903033
"KYNU",3.31123558346299,3.56396731860253e-05,0.687965001091247,3.67508400284372e-08,"Up in both",5.18748048622436
"TRIM22",3.25860468623161,0.000508600615377575,0.726023951375099,1.98915903225262e-09,"Up in both",5.18412399886203
"HPD",2.67156675047783,0.00842066439269098,1.42449386057413,1.62965641428756e-09,"Up in both",5.18231637013663
"SLC31A2",3.14719955662376,0.000116067018134443,0.673265685362636,3.31550806192677e-10,"Up in both",5.1619393504422
"EHD1",3.28994187613904,0.0007164680536985,0.556495558518099,1.04739171674649e-10,"Up in both",5.15890683810063
"SLC9A7",-2.33649394397196,0.000220595280593051,-0.818681982228704,7.5482341170294e-17,"Down in both",5.13303176832455
"KLRG1",-2.7360391376909,0.00629300933273667,-1.09931974714753,2.0822000004768e-11,"Down in both",5.12362080303228
"SOCS1",3.6620104555705,0.00352387273255067,0.665063075005202,3.22068049561113e-06,"Up in both",5.12157674474156
"APBB1",-2.03448610932365,0.0018398306914665,-1.07046499683803,7.91207663159101e-18,"Down in both",5.08864427173497
"IL24",-2.5864328052688,0.0218355742623991,-0.908231312486134,5.58959262916485e-15,"Down in both",5.08600964019045
"ASIC1",-2.90627972178673,0.00172585761203855,-0.833657732076005,2.27137169942213e-11,"Down in both",5.08060813659407
"SPACA6",3.72400051977698,0.000735690923583212,0.556383294523331,1.53725140236131e-05,"Up in both",5.07503978470323
"PAQR8",-2.15927108808633,0.0126719055778679,-0.77869999521393,3.53958232431128e-20,"Down in both",5.07279168871123
"FKBP5",1.44723043392046,0.00203636386116732,1.58414177849179,1.99372550029926e-18,"Up in both",5.0705201379354
"MTCL1",-3.44675799549164,0.000451429152744343,-0.53211782695634,4.53632993996381e-08,"Down in both",5.04774639881383
"ZFP36L2",-1.90520374863732,0.00113289095902559,-0.941045027720872,9.31842645380356e-20,"Down in both",5.04389570707667
"PTPDC1",-1.70267986365143,0.00120577870938418,-1.12638218092019,6.80601893432948e-20,"Down in both",5.03764596815543
"CASP4",2.03559389277796,0.000168376138610165,0.84758140026155,1.94586836071445e-18,"Up in both",5.03163589282078
"LTBP3",-1.8041063811618,0.000261287886182845,-1.03326089846338,4.48266041141442e-19,"Down in both",5.03050176811155
"CHMP5",2.06124444599681,0.000150440016211166,1.08450270734237,1.03566797683029e-15,"Up in both",5.02648876139061
"SBNO2",2.14222723692791,0.000297783165738127,0.74106698149727,1.68514219641121e-18,"Up in both",5.0132405488072
"TOGARAM2",-3.28442818325771,0.0149616142896981,-0.801886169406316,4.22340480007214e-08,"Down in both",5.00625023630164
"ALDH1B1",-2.88514879230148,0.00317459105275218,-0.662819988770867,9.4256436191282e-13,"Down in both",5.00036890076342
"GPD1L",-2.84404025948883,0.00029007273382546,-0.508028089084727,1.40741989846099e-13,"Down in both",4.99097528908031
"IRS1",-2.48509586863043,0.00581144566395636,-0.94005748457554,4.36580816205434e-14,"Down in both",4.984718470202
"QSOX1",1.93723252733908,0.00121189135987068,1.17950572602806,2.40941559813798e-16,"Up in both",4.97020071269091
"BASP1",2.29237280048806,0.00032977836519869,1.06396262355307,2.43454256860178e-13,"Up in both",4.96587147069529
"CREG1",1.72342677207941,0.000195490945282595,0.961937588982977,8.21960138977193e-20,"Up in both",4.96476662071014
"MXD1",3.23079902948557,0.000590112547652264,0.51282948004234,1.10320999344991e-09,"Up in both",4.96226920588218
"KCNQ5",-2.89081556474049,0.00652588958971199,-0.793059473111757,2.67462334731763e-11,"Down in both",4.95968480254248
"HADH",-2.93872042543221,0.000171933421429412,-0.545987095943017,1.07732969284592e-11,"Down in both",4.95793662783165
"ETNK2",-2.691443457994,0.00176856012189869,-0.758829112303699,4.7689869190528e-13,"Down in both",4.9576679743608
"THEM4",-2.13303375880156,0.00104475885639225,-1.05690220241201,2.02604150723682e-15,"Down in both",4.95736952123546
"PIWIL4",2.61970561166975,0.0017286090078778,0.88913710410875,2.44981912799801e-12,"Up in both",4.94615963647248
"UTP20",-1.93442244448125,0.00486194057257487,-0.940559365480677,4.22144120048817e-19,"Down in both",4.94375477089938
"AGTRAP",1.24944743754248,0.000586919315953041,1.22278164958534,3.30396597648256e-22,"Up in both",4.94346769021717
"URB1",-1.65505112555829,0.00369067160450453,-0.992311918399066,3.26874107538575e-21,"Down in both",4.93921445156645
"DBP",-2.28092360068339,0.000248363301526134,-0.791953490982682,9.35660288213775e-16,"Down in both",4.93625652950015
"IFI6",3.8522065811701,7.97116955092693e-05,0.521246266271613,0.0302924257161012,"Up in both",4.93516723759448
"STRBP",-2.30111877376399,0.000401899386038347,-0.838688252514785,2.88005954675747e-15,"Down in both",4.93345514529246
"ST8SIA6",-2.65885208498017,0.0461224161148879,-0.900647026882156,5.2009924623936e-13,"Down in both",4.92149928445941
"TXNRD3",-2.98436286712338,0.00029007273382546,-0.543940056458,5.09117697285419e-11,"Down in both",4.9113704134104
"GADD45B",2.27705925724311,0.00522663193606405,0.893068542857015,7.54212863211684e-16,"Up in both",4.910556214813
"ZNF551",-1.84041726082033,0.00070730166553263,-0.97316562581737,1.59169151950604e-18,"Down in both",4.90843652832569
"KLHL13",-2.70706263078205,0.0157703073603748,-0.608485712816627,7.70282037804317e-15,"Down in both",4.90709935075837
"MYO1E",-1.89474059779498,0.000150440016211166,-0.937875079306094,1.23102636383438e-17,"Down in both",4.90585260455187
"TLR8",2.36024176291759,0.000303472326096086,0.890290143988695,9.7026080912882e-14,"Up in both",4.90363114858663
"SLC25A37",2.20208744532186,0.000683173970655043,0.906793308651448,1.6932320775791e-15,"Up in both",4.90255597412129
"ANAPC1",-1.51618436247165,0.0015754145536662,-1.01754845592465,1.51267887528351e-21,"Down in both",4.89601865888298
"EPN2",-3.18406265300165,0.0002024013282105,-0.666774418654591,1.74718356169231e-07,"Down in both",4.89598188234299
"PGS1",1.2234279492199,0.00167614618537073,1.21114271462972,1.78887216259134e-22,"Up in both",4.88688154396092
"ADD2",-3.14040179543807,0.00361908823618485,-0.67554222972685,5.40100180211915e-09,"Down in both",4.88683667577852
"ESYT1",-1.63879141643988,0.00150408091861374,-1.0268663291582,4.30894934455838e-20,"Down in both",4.88449348657153
"NRN1",1.86433443093561,0.0399144187552036,1.67481715486356,8.86007565617851e-13,"Up in both",4.88429486183118
"HSPA6",2.63810347886355,0.00293004346198692,0.748709837210911,5.31718246892789e-13,"Up in both",4.86755775341696
"PPARGC1B",-2.7539148883197,0.00289431137726502,-0.684145342347964,2.09500816022716e-12,"Down in both",4.85978713359744
"ATP1B1",-3.22709830682106,0.00149656238413678,-0.567468550225408,1.63746203983534e-08,"Down in both",4.85564025045369
"ASB2",-2.99697054172212,0.0199221743356832,-0.779990171314672,8.35656677591666e-10,"Down in both",4.85482425062459
"KIF21A",-2.2756415603687,0.00295915494546399,-1.10390207520635,6.21325416875648e-13,"Down in both",4.85309495298497
"ABLIM1",-1.06196031154546,0.0116462403259498,-1.41986478838313,1.91216804472705e-22,"Down in both",4.84705391953509
"MAF",-2.59427816324688,0.0303352164679597,-0.78605883750609,8.1420087980475e-14,"Down in both",4.84106913418413
"SEMA3B",3.11647614562844,0.00186693111333592,0.668858277179602,1.50295900946041e-08,"Up in both",4.84052687984452
"STARD9",-1.40405053997226,0.00231664379247268,-1.32995460065112,3.84393268928325e-19,"Down in both",4.83904163703246
"ADGRA3",-2.49796422865067,0.00167614618537073,-0.91213581973924,3.38212320478048e-12,"Down in both",4.83474991667554
"SORBS3",-1.6644934920111,0.00420153848077224,-1.13965955826262,1.18969253698674e-18,"Down in both",4.83426874200136
"ZNRF3",-2.5652709950518,0.00861340384008812,-0.647563424764586,7.40221186182962e-15,"Down in both",4.83238078774782
"HRK",-3.10747594974108,0.0041219765817895,-0.892512607363768,1.16844989750978e-06,"Down in both",4.83171699561396
"GATM",-2.67099145688229,0.000920363147635128,-0.870085859479369,1.40595306620509e-10,"Down in both",4.82988431196822
"ITGA6",-2.2665771651335,0.00295797572089089,-0.942990865775429,2.13961689899742e-14,"Down in both",4.82943496847535
"ZNF573",-1.97384258871016,0.00129833210371249,-0.877298930296567,1.3301009867861e-17,"Down in both",4.82741447784306
"LDLRAP1",-1.71080596635411,0.00134547136342302,-1.01354532398882,8.0231648050137e-19,"Down in both",4.82102927314131
"VSIG10L",2.5637462193597,0.000180857740827213,0.755497862065255,5.48149183229341e-12,"Up in both",4.81962049413482
"POLR1A",-1.95463736348647,0.000832514098439577,-0.854113034179745,1.08905547808801e-17,"Down in both",4.81300623758228
"CCDC152",-3.14990041772554,0.0196862740944361,-0.719512195065648,2.24532676955127e-08,"Down in both",4.8048683046167
"TARBP1",-1.73556133409506,0.000413805431756206,-0.981617086795547,3.52049221073714e-18,"Down in both",4.80083846340789
"UST",-1.71693397096622,0.00136677541002897,-0.960368032386499,5.10667482880885e-19,"Down in both",4.79291846720996
"PPFIBP1",-1.81653973377266,0.00213239674808225,-0.936324889627017,1.9111982293828e-18,"Down in both",4.79184724880523
"HCK",2.08125654089458,0.000349835425496194,0.919591322133314,3.65425430357938e-15,"Up in both",4.79018160777097
"CAD",-2.37174003723785,0.0007164680536985,-0.635828283567408,2.36823532071784e-15,"Down in both",4.78460615234144
"MARCKS",3.17609416975786,0.000150440016211166,0.568485872829791,2.76632170553439e-07,"Up in both",4.78265343699444
"DUSP7",-2.52888083310164,0.000116144269337919,-0.556428859467267,9.2944797861767e-14,"Down in both",4.78198740522598
"APOBEC3B",3.12676169036951,0.0251689814052875,1.09014905356075,0.000103205866026953,"Up in both",4.77545374169277
"AGAP1",-1.6248160863927,0.0150962057658383,-1.48348724154353,1.42015561061522e-15,"Down in both",4.77518295386899
"B4GALT5",1.70609954174365,0.00180603841840637,0.963376864217607,5.28878378883227e-19,"Up in both",4.77146812621822
"DSE",2.19397712941988,0.000578846670863176,0.782346227584386,2.42804377852571e-15,"Up in both",4.76154135172146
"NUBPL",-1.97625444164345,0.00164757839844821,-0.775408365313853,5.51322883538903e-18,"Down in both",4.75583759613851
"FCGR2A",1.91987274465781,0.0115422353136693,0.977918401961941,2.31653002591254e-17,"Up in both",4.75507836083706
"SNED1",-1.30300969641552,0.00689524325619368,-1.23476088765746,1.26041163097596e-20,"Down in both",4.74386438463869
"IFNGR2",1.79768622067898,0.000170056184939807,0.887218184197381,1.52736626244239e-17,"Up in both",4.7434508423561
"GLRX",1.40080461609953,0.00636175501025705,1.14269789199469,2.32978445014415e-20,"Up in both",4.72641323981359
"TYMP",2.36800000682917,9.62268438815875e-05,0.817797474910536,5.17406198550181e-12,"Up in both",4.71608469483978
"DTX1",-2.72641751566182,0.00553081162741639,-0.814441896710906,3.54339649799201e-10,"Down in both",4.71163855049226
"KCNE1",1.06008963834924,0.0152244535927,1.67082693816305,1.08750557721e-18,"Up in both",4.70901925575279
"DEGS2",-2.77243750113858,0.0016819667130131,-0.687032979143602,2.14268884092701e-10,"Down in both",4.70379282983641
"AQP9",1.65348252476988,0.000378607139333184,1.06064612932877,4.28964606280174e-17,"Up in both",4.69306762816842
"NFKBIZ",2.61753766929272,0.000280798327106266,0.623024524182606,1.07103364215711e-11,"Up in both",4.69274243060181
"TREML2",3.29872895839051,0.0299915634847105,0.507298584429224,4.60326516997088e-08,"Up in both",4.69202103286789
"TRIM25",1.69953230771877,0.00578219158299613,0.885087928766544,2.38249677043959e-19,"Up in both",4.67070775670688
"NLE1",-2.12624815319363,0.00702466575591965,-0.797096649921486,4.99277487006992e-16,"Down in both",4.66884803828004
"VNN2",1.65231524707475,0.0123096644493003,1.3118599649781,8.38562501555717e-16,"Up in both",4.6627970467999
"ACVRL1",2.54817013620712,0.000166969577938522,0.798509491213645,4.21760873713085e-10,"Up in both",4.66190926365821
"STEAP4",3.33258068326354,0.0342084554453628,0.515621031378938,2.26041747449696e-07,"Up in both",4.65936950247196
"ZNF540",-2.0448262763663,0.0263769208816756,-0.993330025767996,2.79567547963666e-15,"Down in both",4.65138521673278
"IKZF2",-1.14607846984981,0.037279046321713,-1.46257303851367,1.07713132562292e-19,"Down in both",4.64827816335752
"ZCCHC14",-1.3627100862793,0.000785844709315776,-0.853396538719981,6.2087340716982e-22,"Down in both",4.64727264575219
"METTL9",1.12329279374979,0.00357574337550845,1.45040169074095,6.93463677921381e-19,"Up in both",4.63425547835472
"CELSR1",-1.82741593238395,0.017325388399957,-1.11837881921292,8.54752650498237e-16,"Down in both",4.62874240804048
"ZNF835",-2.62172064184057,0.00353294955386076,-0.781032640801886,1.58404411433417e-10,"Down in both",4.62796281179638
"PRKCA",-2.60811359894117,0.000281670150944843,-0.614066315631717,3.58529529659292e-11,"Down in both",4.62175333878301
"FAM117B",-1.51666256063043,0.00335342845721366,-0.85263297908005,9.54036569593542e-21,"Down in both",4.6187901329509
"HLA-DOA",-1.85268010588537,0.00754420215360023,-1.07496186598296,1.92371311162263e-15,"Down in both",4.61146660964349
"MIPEP",-2.51809402325708,0.000136249874825973,-0.640151321731522,2.15546792866576e-11,"Down in both",4.61145757725827
"DAGLA",-1.78269329788829,0.000174409547958403,-1.04357173211787,8.85451280747668e-15,"Down in both",4.60739153731366
"HEATR1",-1.68390389890158,0.00435295511425782,-0.764336373826425,6.33919501224159e-20,"Down in both",4.60415844262014
"RILPL2",1.66704598987105,0.00105466091778772,0.76419497143082,1.88198930205549e-19,"Up in both",4.60146796098106
"ZHX3",-2.31174440712807,0.000455385288850474,-0.61656979168557,4.25652891782855e-14,"Down in both",4.59957074032149
"C1GALT1C1",1.13044205920612,0.00166685003576894,1.1520647822721,4.35467281882048e-21,"Up in both",4.59642163555127
"CYBC1",1.11494107693555,0.00143459466820312,0.842832232610652,3.13502013966113e-24,"Up in both",4.59247635479293
"SELL",1.57996419987441,0.00603138416924227,0.953691191932791,4.58652074194416e-19,"Up in both",4.58946535644282
"MDN1",-1.16899229379133,0.00137985886304356,-1.02760480060746,9.02297539357759e-22,"Down in both",4.58707865035146
"BICD1",-1.96219604944597,0.000860022374400168,-0.793135480017248,6.81248415520088e-16,"Down in both",4.57855000394239
"ST6GAL1",-1.13372363467675,0.013217762114541,-0.996296142998051,2.51605666492879e-23,"Down in both",4.57783194275479
"DNAAF5",-2.16525005863136,0.000169204224876233,-0.612916053404757,6.08296119694272e-15,"Down in both",4.57691348714648
"KIAA1958",2.59677454509981,0.000540251380696222,0.640139342649022,8.04899023880294e-11,"Up in both",4.57308015913118
"PTPN13",-2.07894834244129,0.00142156211365938,-0.932984204160621,1.82893817261199e-13,"Down in both",4.57043606011701
"LRPPRC",-1.72030320893994,0.000578846670863176,-0.641093534660608,1.41054511627639e-19,"Down in both",4.57020169145213
"ZNF485",-2.63438120612437,0.00740189993417375,-0.610391581431974,8.72217186845347e-12,"Down in both",4.56377600258671
"ANXA1",1.33275116695645,0.00055646779151761,1.36660267835288,4.37407957065201e-16,"Up in both",4.56072117415584
"SETBP1",-2.30206201886653,0.00379193128229161,-0.825636152709389,1.33219811770183e-12,"Down in both",4.55735524416492
"PDCD11",-1.73303922870987,0.00122818859811884,-0.739695420112545,1.18419393208328e-18,"Down in both",4.55646585955419
"FHL1",-2.98069257208757,0.00169331734510548,-0.584433187166592,8.49074815182858e-08,"Down in both",4.54935732762934
"TET1",-2.70060480489803,0.00711676352796731,-0.733135927919392,1.07560702943994e-09,"Down in both",4.54534711607981
"OSBPL3",-1.8761001936992,0.00197332905581391,-0.918639214640268,1.71475908198037e-15,"Down in both",4.54179914610798
"CASP1",2.08773905745505,0.0101941956723105,0.767592345800824,1.38967477432203e-15,"Up in both",4.54020478929887
"MMP14",3.17250445892276,0.000631343460597676,0.530003521628476,6.75939241599388e-06,"Up in both",4.53949064589637
"URB2",-1.68497254531625,0.0031240560438875,-0.839083629909146,2.48799237037512e-18,"Down in both",4.53499938917465
"LRRFIP2",1.32118522809321,0.000413805431756206,0.795604535870254,1.68914725979949e-21,"Up in both",4.53234339395654
"AK5",-1.22004288751905,0.0216619736217989,-1.43731353638309,9.41322177208642e-18,"Down in both",4.52641279257428
"ZNF529",-1.44333940250983,0.00212832024779061,-0.81384547643211,1.13758950098386e-20,"Down in both",4.51878262374794
"GCA",1.27864942668961,0.00462794690480181,1.39062573036577,7.77082172217201e-17,"Up in both",4.51368962572793
"SLC22A31",3.01187553110402,0.00789205315749205,0.708171931531396,1.48628739329863e-06,"Up in both",4.51311818304235
"BLVRA",2.17815961908079,0.000357090434036212,0.686692346320061,9.7002936441743e-14,"Up in both",4.51089565565261
"MAN1C1",-1.02876982528714,0.00942652623472733,-1.24447358482747,4.86139880302411e-21,"Down in both",4.50713211708864
"LMO7",-1.22152415711529,0.0180138137460618,-1.11266396867105,1.06574193117968e-20,"Down in both",4.50586235365707
"SIAH2",1.91884008493866,0.0006138780829994,1.01891107890195,3.60050893745889e-13,"Up in both",4.50330656168635
"PIEZO1",-1.63565342584554,0.000551948444704734,-0.850504755285128,1.39965598609892e-17,"Down in both",4.49736619914985
"DDX31",-1.59780842864083,0.0116127931797568,-0.840360719079646,2.74749930167981e-19,"Down in both",4.48778171950345
"C1ORF122",1.79569702770408,0.00128427559143819,0.851251038431557,3.29794759868546e-16,"Up in both",4.48425786819677
"TSEN2",-2.54622650085106,0.000411939428426446,-0.538776080066519,2.95657062890167e-11,"Down in both",4.47644041888791
"SCFD2",-2.21279949090463,0.00283589495536234,-0.589180546154071,7.72302343267585e-15,"Down in both",4.46793228779713
"GMPR",3.00612041589913,0.00338770337119568,0.806558562582686,8.96503144752283e-05,"Up in both",4.46443325911932
"SH3PXD2A",-2.10632436948349,0.000676839270495186,-0.946575497884509,1.14660092500468e-11,"Down in both",4.46391008371721
"IFT172",-1.55873016182978,0.00350728069111916,-0.860367740055514,1.10226469262713e-18,"Down in both",4.46037225981053
"PARP10",2.94068937876446,0.000785844709315776,0.50294615883821,1.03593854740601e-07,"Up in both",4.45256846488693
"MYBPC3",1.12370078889206,0.00997462841148538,1.13783990251658,1.29070661981931e-20,"Up in both",4.45056826508742
"COL13A1",-1.94183960221939,0.0199890324744623,-1.22004610607508,8.19343703125605e-12,"Down in both",4.44045991890044
"ARID5A",1.74245160445049,0.000286699721620194,0.82480747473639,6.69320510126012e-16,"Up in both",4.4389529387231
"EARS2",-2.13738054057616,0.0051586428669879,-0.64491874481662,6.3997351752538e-15,"Down in both",4.43042953882361
"SH3YL1",-1.50954995960168,0.0013421432331437,-0.971523558749494,2.46209287769693e-17,"Down in both",4.42916318855975
"ENOSF1",-1.78484271278366,0.00106517909447695,-0.969534642829287,1.74603565386199e-14,"Down in both",4.4274297814165
"FBXL16",-1.89099578662299,0.0348177614791186,-1.0357787586532,3.09527773934489e-14,"Down in both",4.42352449826017
"ERMP1",-2.30871336584369,0.000196477727170628,-0.611935981899131,5.92207162635695e-12,"Down in both",4.41407064960053
"GTPBP2",2.13924423751138,0.000205349403910367,0.509341985496787,1.14615944198481e-14,"Up in both",4.41141237471205
"PLOD2",2.90841764620537,0.00472852176032885,0.708453918095567,3.05479236241654e-06,"Up in both",4.40090085549294
"SMAD3",-1.72481410846105,0.00156185360521061,-0.822687601573148,1.90435510774562e-16,"Down in both",4.40016288408447
"COBLL1",-1.81162262866405,0.00474338794606079,-1.06813920715063,1.4676585758073e-13,"Down in both",4.39549046759463
"B3GNT7",-1.84581878901039,0.0239550521989165,-1.00134214489609,1.48210439153261e-14,"Down in both",4.39213334234176
"GNA15",1.5725071458343,0.0106968615572607,0.858101252943668,2.28816196299884e-18,"Up in both",4.39173408508579
"CELSR2",-1.38936797422186,0.031509940567442,-1.16547590678842,1.41422147814801e-17,"Down in both",4.38994737973728
"PABPC4",-1.9589650677847,0.000117940029896361,-0.562714572529825,1.86871258632398e-15,"Down in both",4.38735926589115
"RHBDD2",2.06041414149641,0.00172159994133734,0.667786201914336,1.55468061009067e-14,"Up in both",4.3854430012825
"STX11",2.51741785349825,0.00250504287933056,0.607975201989043,1.07976036306648e-10,"Up in both",4.38217880097912
"MSL3",1.19967948494047,0.00083760435268832,1.01820351080471,3.40167476154373e-19,"Up in both",4.37240982441108
"PITPNM2",-1.30605953523464,0.0287268819810655,-1.09666594127235,7.07965568152305e-19,"Down in both",4.37189541385642
"HSPG2",-1.79767710379186,0.000894504866242468,-0.901450481020227,2.38427679760365e-14,"Down in both",4.36623364680829
"SMYD5",-1.97437559393349,0.010093594493959,-0.787081579827608,9.76831978130712e-15,"Down in both",4.36207060159842
"KRT7",3.29808142816251,0.0169480247692778,0.570449707717582,0.00070318798066648,"Up in both",4.36091208298635
"FOXRED2",-2.69794421982036,0.000378607139333184,-0.590264352964476,5.0690703644482e-08,"Down in both",4.35989686089576
"MTUS1",-1.21420739571118,0.00154325897206511,-1.31598918219737,3.62274491704794e-16,"Down in both",4.35544892127961
"FASN",-1.70865774080129,0.00111276557213221,-0.847843452249408,1.17881768532934e-15,"Down in both",4.34471616071846
"LAMB3",2.53529291737592,0.00328181209167172,0.864975082339682,1.10363343424833e-07,"Up in both",4.34437414375105
"HDAC9",-1.35733956651803,0.00374368390699166,-1.01469612368866,5.1440866346631e-18,"Down in both",4.34357494553412
"MYO9A",-1.12293925490211,0.0049357782364084,-0.805646777507503,1.587794688446e-22,"Down in both",4.33917103406107
"PRRT4",3.22806471369193,0.0412276249521992,0.701040360206297,0.00197994651862288,"Up in both",4.3379208962905
"CYP2U1",-1.15136209519502,0.0318134052522974,-0.948244153934786,1.31132774117356e-21,"Down in both",4.33757410847487
"ZNF677",-1.42586612649317,0.00399006413596182,-0.991598008690071,1.9133338178381e-17,"Down in both",4.32918707276231
"TFAP4",-1.75591824111837,0.00484577358144783,-0.760597836689494,1.68529302446786e-16,"Down in both",4.32531222369766
"ITPRIPL1",-2.20249118852484,0.00113601793076414,-0.89638049052339,5.36731445470731e-10,"Down in both",4.32035745641722
"TPCN1",-1.98094432762998,0.00846582100169448,-0.759830544470794,1.99507900238374e-14,"Down in both",4.31801195415133
"PIM3",1.28636463913577,0.00181169398471925,1.00154840762298,3.11887196273641e-18,"Up in both",4.31270480789437
"TDRD7",2.28710471565608,0.00140193643611272,0.558138698939169,1.60339683895973e-12,"Up in both",4.3100664799749
"DHRS3",-1.29143686843966,0.00226741511494792,-1.09592641915097,2.85853741505636e-17,"Down in both",4.30619579575039
"TMEM156",-2.93600343949925,0.0246025335665545,-0.519169275853959,1.31824321231939e-07,"Down in both",4.30407517767098
"FAS",2.34186358425075,0.00138488212433573,0.66371419123638,7.74551751018336e-11,"Up in both",4.30253145052365
"CCDC71L",1.50579141562867,0.00149656238413678,0.955726831046473,2.60829587280915e-16,"Up in both",4.30237307874751
"FBXW8",-1.62889661557683,0.00159898102492853,-0.876276102198441,6.7882670017482e-16,"Down in both",4.30161249517263
"MCTP1",1.36821691413968,0.00186752227200602,0.956366635824845,9.10151631019109e-18,"Up in both",4.30154559580523
"KAT2A",-1.99289843982977,0.00371086117943166,-0.623888727187317,4.03067816970726e-15,"Down in both",4.29930188389443
"NARF",1.10282579543314,0.00297046938254669,0.877296623322579,2.24880087136624e-21,"Up in both",4.29764481063353
"DDX10",-1.80639716816527,0.00856733277657261,-0.731793580183698,3.45209652755699e-16,"Down in both",4.29109789162208
"SPPL2A",1.27049569939274,0.00054909396765576,0.804464129472067,1.55955888347242e-19,"Up in both",4.28169498392312
"ALMS1",-1.17144605180171,0.00163693348745419,-1.01248851699527,6.48768242510619e-19,"Down in both",4.28132250718105
"ITIH4",3.09715865139197,0.0121512264266001,0.517490445096187,1.80413062941905e-05,"Up in both",4.28056028715153
"ARHGEF9",-1.45603893255001,0.000762160863965718,-0.86224503357323,3.14274745587503e-17,"Down in both",4.28034835332268
"PCED1B",-2.22322102553237,0.0155127195103215,-0.823126193200189,3.06800821102901e-11,"Down in both",4.27859277297613
"GPANK1",1.55177416504782,0.00598535102351105,0.565107702864207,4.71620770389198e-20,"Up in both",4.27181361301497
"B2M",1.74633958549133,0.000240421127734414,0.8861895405655,1.95213689772117e-13,"Up in both",4.26538083604022
"CYB5R2",1.2460275932274,0.0293064177644827,1.46375940820547,1.01356831284166e-14,"Up in both",4.26250542533703
"RBFA",-2.29515801979394,0.000607690800273325,-0.53428348724136,7.9942300325632e-12,"Down in both",4.26079557678143
"FSD1L",2.88529744512904,6.25003624936723e-05,0.555901831458722,0.000105646861608579,"Up in both",4.25922536294368
"AHDC1",-1.30321231825914,0.0116528867394788,-0.953944754822678,9.71726230544228e-19,"Down in both",4.25175932793508
