"ensembl_id","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","ENTREZID","GENENAME","gene_label","regulation"
"ENSG00000108771",3.82464844649656,5.38123747378398,9.64686438603045,4.44412045990485e-05,0.000735813804216702,2.41841783806126,"DHX58","79132","DExH-box helicase 58","DHX58","Up"
"ENSG00000123297",1.67745192906884,4.49523385472414,9.64047148600119,4.46214101279793e-05,0.000738149970346722,2.39659463379336,"TSFM","10102","Ts translation elongation factor, mitochondrial","TSFM","Up"
"ENSG00000139618",2.2006053774245,3.5364563122621,9.63719020320577,4.47142290607341e-05,0.000738853972219574,2.49338752133299,"BRCA2","675","BRCA2 DNA repair associated","BRCA2","Up"
"ENSG00000074410",5.30659661087503,2.89378673770773,9.63620092805214,4.47422564369257e-05,0.000738853972219574,2.68196216543851,"CA12","771","carbonic anhydrase 12","CA12","Up"
"ENSG00000198856",-1.31077378484039,4.59221367507662,-9.62725181083631,4.4996712033204e-05,0.000742406415757628,2.39037256213279,"OSTC","58505","oligosaccharyltransferase complex non-catalytic subunit","OSTC","Down"
"ENSG00000255443",3.07600349015201,0.122246759515517,9.62035981714841,4.51938059762233e-05,0.000745007063581847,2.79773054194594,NA,NA,NA,"ENSG00000255443","Up"
"ENSG00000279805",5.42090291696396,-2.06343186050374,9.6159478486521,4.53204962811475e-05,0.000746443601489231,2.3560067239622,NA,NA,NA,"ENSG00000279805","Up"
"ENSG00000148700",1.20329149776344,4.81524248561618,9.61079034102694,4.54691107020773e-05,0.000748238417176729,2.35124459586456,"ADD3","120","adducin 3","ADD3","Up"
"ENSG00000261324",2.01404050465292,1.61223647391664,9.60819253459763,4.5544178189682e-05,0.000748820873981053,2.68625017407869,NA,NA,NA,"ENSG00000261324","Up"
"ENSG00000173638",-3.74219145906063,1.81045028907872,-9.60368218108365,4.56748489065569e-05,0.000749854741810123,2.73147121895315,"SLC19A1","6573","solute carrier family 19 member 1","SLC19A1","Down"
